threshold,market_threshold,market_tiebreak_band,train_acc,valid_acc,full_acc
0.51,0.495,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.495,0.1,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.5,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.5,0.1,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.505,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.505,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.51,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.51,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.515,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.52,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.525,0.06,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.525,0.07,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.53,0.06,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.51,0.53,0.07,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.49,0.1,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.49,0.11,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.495,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.495,0.1,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.5,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.5,0.1,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.505,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.505,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.51,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.51,0.09,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.515,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.52,0.08,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.525,0.06,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.525,0.07,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.53,0.06,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.515,0.53,0.07,0.6287292817679558,0.7577092511013216,0.6545936395759717
0.5,0.49,0.1,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.49,0.11,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.495,0.09,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.495,0.1,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.5,0.09,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.5,0.1,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.505,0.08,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.505,0.09,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.51,0.08,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.51,0.09,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.515,0.08,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.52,0.08,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.525,0.06,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.525,0.07,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.53,0.06,0.625414364640884,0.7577092511013216,0.6519434628975265
0.5,0.53,0.07,0.625414364640884,0.7577092511013216,0.6519434628975265
0.49,0.49,0.12,0.6243093922651933,0.7577092511013216,0.651060070671378
0.49,0.495,0.12,0.6243093922651933,0.7577092511013216,0.651060070671378
0.495,0.525,0.08,0.6243093922651933,0.7577092511013216,0.651060070671378
0.495,0.53,0.08,0.6243093922651933,0.7577092511013216,0.651060070671378
0.525,0.49,0.1,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.49,0.11,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.495,0.09,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.495,0.1,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.5,0.09,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.5,0.1,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.505,0.08,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.505,0.09,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.51,0.08,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.51,0.09,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.515,0.08,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.52,0.08,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.525,0.06,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.525,0.07,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.53,0.06,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.525,0.53,0.07,0.6375690607734806,0.7533039647577092,0.6607773851590106
0.53,0.49,0.02,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.03,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.05,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.06,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.07,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.08,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.49,0.09,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.495,0.02,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.495,0.03,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.495,0.04,0.6353591160220995,0.7533039647577092,0.6590106007067138
0.53,0.495,0.06,0.6353591160220995,0.7533039647577092,0.6590106007067138
